2,"Broschart & Blackwell Rd,16,34"
2,"Needwood Rd & Eagles Head Ct,77,419"
2,"Monroe St & Monroe Pl,177,371"
2,"Temporary Rd & Old Reston Ave,55,518"
2,"Sunset Hills & Old Reston Ave,106,770"
2,"New Dominion Pkwy & Fountain Dr,41,248"
2,"Town Center Pkwy & Bowman Towne Dr,49,210"
2,"Reston YMCA,34,335"
2,"Tysons West Transit Center,16,130"
2,"Towers Crescent Dr & Tysons One Pl,3,125"
2,"Tysons Corner Station,11,932"
2,"Spring Hill Metro,28,211"
2,"Jones Branch & Westbranch Dr,32,86"
2,"Reston Regional Library,18,53"
2,"Westpark Dr & Leesburg Pike,8,146"
3,"de Grosbois / Ducheneau,10.562032598315376"
